Date,Open,High,Low,Close,Adj Close,Volume
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.641853,50155600
2020-05-14,76.127502,77.447502,75.382500,77.385002,77.112686,39732300
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.656792,41587100
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.462914,33843100
2020-05-19,78.757500,79.629997,78.252502,78.285004,78.009521,25432400
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.526665,27876200
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.933754,25672200
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.441963,20450800
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.903862,31380500
2020-05-27,79.035004,79.677498,78.272499,79.527496,79.247643,28236300
2020-05-28,79.192497,80.860001,78.907501,79.562500,79.282524,33390200
2020-05-29,79.812500,80.287498,79.117500,79.485001,79.205299,38399500
2020-06-01,79.437500,80.587502,79.302498,80.462502,80.179359,20197800
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.550545,21910700
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.993980,26122800
2020-06-04,81.097504,81.404999,80.195000,80.580002,80.296448,21890100
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.583374,34289200
2020-06-08,82.562500,83.400002,81.830002,83.364998,83.071640,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.694878,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.899590,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.679497,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.401947,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.445755,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.710258,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.588196,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.623077,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,87.122337,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.401787,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,91.310051,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.698242,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.889038,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,88.096405,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,90.126732,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.879066,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.707176,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.707176,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,93.133614,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.844635,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,95.006996,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.415558,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.582466,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,95.141525,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.715965,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,97.381111,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,96.182846,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.988533,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,98.011391,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.658661,103646000
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.930199,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.518288,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,92.289093,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.476364,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.924355,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.705559,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.851517,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.886086,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,108.554153,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,109.279099,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.675194,121992000
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.501678,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.921135,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.533356,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,109.186623,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.815369,165944800
2020-08-13,114.430000,116.042503,113.927498,115.010002,114.811920,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.709602,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,114.410110,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,115.363472,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.508217,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,118.071297,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,124.155800,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.640739,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.610016,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,126.304596,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.794701,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.592552,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,128.817749,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.948898,152470100
2020-09-02,137.589996,137.979996,127.000000,131.399994,131.173691,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.671806,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.751671,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,112.625694,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,117.117943,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,113.294540,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,111.807106,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,115.161316,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,115.341011,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.936882,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,110.149963,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.655991,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.890411,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,111.617432,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.935509,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,108.033615,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,112.086624,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.762009,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.893501,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.610542,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.588860,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.825348,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,116.299355,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.965111,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.881805,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.771988,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.768547,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,124.185753,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.891434,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.981277,151062300
2020-10-15,118.720001,121.199997,118.150002,120.709999,120.502106,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.815010,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.780251,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,117.307617,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.668724,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,115.550644,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.841873,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.851852,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,116.399178,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,111.008476,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,115.121384,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.672516,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,108.582664,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,110.249794,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.752022,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.824997,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,118.690002,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,116.320000,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.970001,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,119.489998,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,119.209999,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,119.260002,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,120.300003,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,119.389999,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,118.029999,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.639999,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,117.339996,73391400
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.849998,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,115.169998,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,116.029999,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,116.589996,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,119.050003,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.720001,128166800
2020-12-02,122.019997,123.370003,120.889999,123.080002,123.080002,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.940002,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,122.250000,78133200
